Parallax,"""星察"""
Terra Jackal,"""大地豺狼"""
Raptor Ns,"""猛禽Ns"""
Vapos Shockwave MOA,"""气雾震荡恐鸟"""
Corpus Rover,"""Corpus漫游者"""
Abandoned Storage Container,"""废弃的存储容器"""
Biogas Barrel,"""沼气桶"""
Cable,"""缆线"""
Circuitry Lockbox,"""电路学存储箱"""
Distressed Pipe,"""破旧管道"""
Ferrite Deposit,"""铁氧沉积物"""
Gallium Deposit,"""镓沉积物"""
Grokdrul Drum,"""葛克度桶"""
Iradite Formation,"""伊莱体构造"""
Maprico Tree,"""马利可树"""
Morphics Stabilizer,"""非晶稳定器"""
Neural Array,"""神经阵列"""
Neurodes Mass,"""神经团块"""
Nistlebrush,"""尼蒐丛"""
Plastid Carapace,"""生物甲壳"""
Polymer Case,"""聚合物容器"""
Robotics Lockbox,"""机器人学存储箱"""
Rubedo Formation,"""红化结晶构成物"""
Spore Culture,"""孢子培养皿"""
Forgotten Grineer Storage Container,"""遗落的Grineer储存容器"""
Fusor Drone,"""聚变无人机"""
Gorgaricus Sac,"""葛嘉里菌包囊"""
Helium Barrel,"""氦元素桶"""
Imperial Rampart,"""帝国炮座壁垒"""
LN2 Barrel,"""液氮桶"""
Mytocardia Sac,"""心肌菌包囊"""
Tepa Plant,"""缇帕桂植物"""
Thermal Sludge Canister,"""热能软泥罐"""
Transport,"""运输船"""
Tusk Supplies Cache,"""巨牙补给储藏箱"""
Warframe Cyropod,"""战甲冷冻舱"""
Specter Particle Theory,"""魅影粒子理论"""
Archimedian,"""哲士"""
Lehan,"""厉悍"""
Tyli,"""泰利"""
Gauth,"""高斯"""
Hona,"""豪纳"""
Jonsin,"""将信"""
Kuva Hyekka,"""赤毒鬣猫"""
Nemes Ranger,"""自爆机突击队员"""
Nemes Scout,"""自爆机侦察兵"""
Minima MOA,"""微型恐鸟"""
Juno Crewman,"""朱诺船员"""
Juno Dera MOA,"""朱诺德拉恐鸟"""
Vapos MOA,"""气雾恐鸟"""
Vapos Prod Crewman,"""气雾监工船员"""
Vapos Railgun MOA,"""气雾磁轨炮恐鸟"""
Vapos Shield Osprey,"""气雾护盾鱼鹰"""
Vapos Tech Ranger,"""气雾技师突击队员"""
Juno Disc MOA,"""朱诺圆盘恐鸟"""
Juno Elite Crewman,"""朱诺精英船员"""
Juno Geminex MOA,"""朱诺双子炮恐鸟"""
Juno Glaxion MOA,"""朱诺冷冻光束步枪恐鸟"""
Juno Jactus Osprey,"""朱诺延爆鱼鹰"""
Juno Malleus Machinist,"""朱诺锤骨机械师"""
Juno Oxium Osprey,"""朱诺奥席金属鱼鹰"""
Juno Shield Osprey,"""朱诺护盾鱼鹰"""
Juno Tech,"""朱诺技工"""
The Steel Path,"""钢铁之路"""
Steel Essence,"""钢铁精华"""
Primed Cleanse Grineer,"""净化GrineerPrime"""
Primed Cleanse Corpus,"""净化CorpusPrime"""
Primed Cleanse Corrupted,"""净化堕落者Prime"""
Primed Cleanse Infested,"""净化InfestedPrime"""
Panthera Prime,"""猎豹Prime"""
Karyst Prime,"""凯洛斯特Prime"""
Hall Of Mirrors,"""镜厅"""
Kuva Injector,"""赤毒注射器"""
Javlok Capacitor,"""燃焰标枪电容器"""
Trio Orbit Ephemera,"""三轨幻纹"""
Crania Ephemera,"""颅骨幻纹"""
Baro Void-Signal,"""Baro 虚空信号"""
Void Raider,"""虚空强袭"""
Athodai,"""阿索代"""
Entrati,"""英择谛"""
Heart of Deimos(Quest),"""惊惧之心（系列任务）"""
Heart of Deimos(Object),"""惊惧之心（物件）"""
Cambion Drift,"""魔胎之境"""
Cambion Drift Bounties,"""魔胎之境赏金"""
Quassus,"""威震武扇"""
Domestik Carrion Drone,"""腐肉内务无人机"""
Necramech,"""殁世机甲"""
Cortege,"""送葬者"""
Zymos,"""邪莫斯"""
Keratinos,"""卡提努之爪"""
Hydroid Rakkam Collection,"""Hydroid逐波组合包"""
Hydroid Rakkam Skin,"""Hydroid逐波外观"""
Carcinus Speargun Skin,"""海神标枪外观"""
Scyph Sentinel Bundle,"""蜇刺守护外观组合包"""
Trumna,"""灭杀者"""
Sepulcrum,"""追击者"""
Necraloid,"""殁世械灵"""
Necralisk,"""殁世幽都"""
Deimos,"""火卫二"""
Thaumic Distillate,"""精粹萨莫石"""
Scintillant,"""闪烁体"""
Pustulite,"""脓刃爪疱"""
Ganglion,"""神经节囊"""
Spinal Core Section,"""脊髓核心节"""
Lucent Teroglobe,"""泰罗光球"""
Voidrig,"""虚空锐将"""
Reactive Crystal,"""反应水晶"""
Necramech (Enemy),"""殁世机甲（敌方）"""
Seriglass Shard,"""玻璃窗碎片"""
Adramal Alloy,"""阿德拉玛合金"""
Sporulate Sac,"""孢子液囊"""
Tempered Bapholite,"""淬炼巴弗结晶"""
Purified Heciphron,"""高纯聚合荧石"""
Waxen Sebum Deposit,"""蜡质皮脂沉积"""
Saturated Muscle Mass,"""饱和肌肉块"""
Cabochon Embolos,"""弧面型栓子凝石"""
Stellated Necrathene,"""星形殁世烯"""
Biotic Filter,"""生物过滤组织"""
Damaged Necramech Casing,"""损坏的殁世机甲 外壳"""
Damaged Necramech Engine,"""损坏的殁世机甲 引擎"""
Damaged Necramech Pod,"""损坏的殁世机甲 机舱"""
Damaged Necramech Weapon Pod,"""损坏的殁世机甲 武器舱"""
Mausolon,"""惩戒者"""
Vulpaphyla,"""狐帕菲拉"""
Sly Vulpaphyla,"""狡黠狐帕菲拉"""
Crescent Vulpaphyla,"""月刃狐帕菲拉"""
Panzer Vulpaphyla,"""铁甲狐帕菲拉"""
Predasite,"""扑猎达赛"""
Medjay Predasite,"""守卫扑猎达赛"""
Vizier Predasite,"""宰相扑猎达赛"""
Pharaoh Predasite,"""法老扑猎达赛"""
Green Velocipod,"""绿色迅敏节虫"""
Velocipod,"""迅敏节虫"""
Purple Velocipod,"""紫色迅敏节虫"""
White Velocipod,"""白色迅敏节虫"""
Common Avichaea,"""常见古羽鸟"""
Avichaea,"""古羽鸟"""
Sporule Avichaea,"""孢子古羽鸟"""
Viscid Avichaea,"""粘质古羽鸟"""
Cryptilex,"""隐疾虫"""
Burrowing Cryptilex,"""穴居隐疾虫"""
Septic Cryptilex,"""脓化隐疾虫"""
Caustic Cryptilex,"""腐蚀隐疾虫"""
Ayatan Cyan Star,"""阿耶檀识青蓝星"""
Ayatan Amber Star,"""阿耶檀识琥珀星"""
Pustulent Cognitive Nodule,"""脓疱感知结节"""
Dagonic,"""达戈琥珀"""
Necrathene,"""殁世烯"""
Transference,"""传识"""
Vome Residue,"""Vome残留物"""
Fass Residue,"""Fass残留物"""
Deimos Carnis,"""惊惧肉碾虫"""
Deimos Genetrix,"""惊惧母艇"""
Deimos Jugulus,"""惊惧喉骨刃者"""
Deimos Saxum,"""惊惧重岩者"""
Devolved Namalon,"""粗加工纳莫石"""
Namalon,"""纳莫原石"""
Adramalium,"""阿德拉玛金属"""
Bapholite,"""巴弗结晶"""
Thaumica,"""萨莫感染石"""
Purged Dagonic,"""净化达戈琥珀"""
Embolos,"""栓子凝石"""
Heciphron,"""聚合荧石"""
Tiametrite,"""提亚美凝石"""
Faceted Tiametrite,"""多面提亚美凝石"""
Xenorhast,"""异源石"""
Trapezium Xenorhast,"""梯型异源石"""
Cranial Foremount,"""颅骨前侧部份"""
Dendrite Blastoma,"""树状胚细胞瘤"""
Ferment Bladder,"""发酵鱼鳔"""
Tubercular Gill System,"""管状鳃系统"""
Saxum Carapace,"""重岩者壳甲"""
Saxum Spittle,"""重岩者唾液"""
Saxum Thorax,"""重岩者胸腔"""
Jugulus Carapace,"""喉骨刃者壳甲"""
Jugulus Spines,"""喉骨刃者脊刺"""
Jugulus Barbs,"""喉骨刃者倒刺"""
Carnis Carapace,"""肉碾虫壳甲"""
Carnis Stinger,"""肉碾虫针刺"""
Carnis Mandible,"""肉碾虫巨颚"""
Deimos Charger,"""惊惧疾冲者"""
Deimos Runner,"""惊惧奔跑者"""
Deimos Mutalist Osprey Carrier,"""惊惧异融运输者鱼鹰"""
Venin Mutalist,"""蛇毒异融体"""
Deimos Venin Mutalist,"""惊惧蛇毒异融体"""
Deimos Ancient Healer,"""惊惧远古治愈者"""
Deimos Brood Mother,"""惊惧病变虫母"""
Deimos Leaping Thrasher,"""惊惧鞭击奔跳者"""
Deimos Therid,"""惊惧古壳蛛"""
Deimos Carnis Rex,"""惊惧肉碾王虫"""
Deimos Juggernaut,"""惊惧巨兽"""
Deimos Saxum Rex,"""惊惧重岩王者"""
Deimos Tendril Drone,"""惊惧卷须无人机"""
Panzer Devolution,"""铁甲回溯"""
Crescent Devolution,"""月刃回溯"""
Sly Devolution,"""狡黠回溯"""
Crescent Charge,"""月刃刺冲"""
Viral Quills,"""疫病尖刺"""
Acidic Spittle,"""浓酸唾液"""
Anabolic Pollination,"""同化授粉"""
Endoparasitic Vector,"""内寄生向量"""
Survival Instinct,"""生存本能"""
Infectious Bite,"""感染噬咬"""
Paralytic Spores,"""瘫痪孢子"""
Iatric Mycelium,"""医疗菌丝"""
Arioli Mutagen,"""阿里奥利突变原"""
Leptosam Mutagen,"""勒普多萨姆突变原"""
Chiten Mutagen,"""奇顿突变原"""
Monachod Mutagen,"""蒙纳卓突变原"""
Iranon Antigen,"""伊拉农抗原"""
Elasmun Antigen,"""伊拉森抗原"""
Ibexan Antigen,"""艾比森抗原"""
Tethron Antigen,"""泰赛隆抗原"""
Orokin Animus Matrix,"""Orokin战意矩阵装置"""
Necramech Continuity,"""殁世机甲持久力"""
Necramech Vitality,"""殁世机甲生命力"""
Necramech Steel Fiber,"""殁世机甲钢铁纤维"""
Necramech Intensify,"""殁世机甲聚精会神"""
Necramech Pressure Point,"""殁世机甲压迫点"""
Necramech Streamline,"""殁世机甲简化"""
Necramech Reach,"""殁世机甲剑风"""
Necramech Deflection,"""殁世机甲充能"""
Necramech Slipstream,"""殁世机甲滑流"""
Necramech Seismic Wave,"""殁世机甲震波"""
Necramech Refuel,"""殁世机甲燃料补给"""
Necramech Thrusters,"""殁世机甲推进器"""
Damaged Necramech Weapon Barrel,"""损坏的殁世机甲武器枪管"""
Damaged Necramech Weapon Receiver,"""损坏的殁世机甲武器枪机"""
Damaged Necramech Weapon Stock,"""损坏的殁世机甲武器枪托"""
Orokin Ballistics Matrix,"""Orokin弹道矩阵装置"""
Orokin Orientation Matrix,"""Orokin定向矩阵装置"""
Isolation Vault,"""隔离库"""
Orokin Matrix,"""Orokin矩阵装置"""
The Vast Untime,"""超维炼狱"""
Xata's Whisper,"""真理密语"""
The Lost,"""失落之技"""
Grasp of Lohk,"""虚空之握"""
Benign Infested Tumor,"""良性感染肿瘤"""
Necramech Fury,"""殁世机甲狂暴"""
Necramech Blitz,"""殁世机甲闪击"""
Necramech Stretch,"""殁世机甲延伸"""
Necramech Hydraulics,"""殁世机甲液压"""
Calx,"""金属垩"""
Oxides,"""氧金属"""
Biotics,"""微生泥"""
Synthetics,"""合成霉"""
Bile,"""胆液块"""
Empower,"""强化（技能）"""
Master's Summons,"""主人的召唤"""
Pheromones,"""信息质"""
Expedite Suffering,"""瞬时苦痛"""
Infested Mobility,"""感染敏捷性"""
Marked For Death,"""死亡标记（技能）"""
Perspicacity,"""洞察力"""
Rebuild Shields,"""重塑护盾"""
Ranks,"""等级"""
Mother,"""母亲"""
Father,"""父亲"""
Grandmother,"""祖母"""
Son,"""儿子"""
Daughter,"""女儿"""
Captura,"""Captura摄像棚"""
Entrati Family Tokens,"""英择谛家族石印"""
Grandmother Token,"""“祖母”石印"""
Son Token,"""“儿子”石印"""
Daughter Token,"""“女儿”石印"""
Father Token,"""“父亲”石印"""
Mother Token,"""“母亲”石印"""
Adra Mutagen,"""阿德拉突变原"""
Elsa Mutagen,"""艾尔莎突变原"""
Otak Token,"""Otak 石印"""
Phijar Mutagen,"""菲加突变原"""
Zarim Mutagen,"""萨里姆突变原"""
Desus Antigen,"""迪瑟斯抗原"""
Virox Antigen,"""韦罗斯抗原"""
Plagen Antigen,"""佩莱臻抗原"""
Poxi Antigen,"""波希抗原"""
Damzav-Vati,"""剧毒射击"""
Zazvat-Kar,"""无尽弹雨"""
Hata-Satya,"""真实击杀"""
Bhisaj-Bal,"""治愈羽箭"""
Arquebex,"""钩铳"""
Guard Mode,"""守卫模式"""
Duroid,"""韧铠灵鲷"""
Aquapulmo,"""水肺"""
Glutinox,"""狍鸮胶蛳"""
Kymaeros,"""高额异鳍"""
Ostimyr,"""奥斯蒂剑鱼"""
Myxostomata,"""独角米索鳎"""
Barbisteo,"""倒刺蒂鳌"""
Vitreospina,"""璃化脊鳎"""
Cryptosuctus,"""墓沼隐龙"""
Amniophysi,"""针刺长鳄"""
Chondricord,"""骨锥琼鲷"""
Antigen,"""抗原"""
Albrecht,"""阿尔布雷希特"""
Albrecht Entrati,"""阿尔布雷希特•英择谛"""
Common Avichaea Tag,"""常见古羽鸟标签"""
Vizier Predasite Tag,"""宰相扑猎达赛标签"""
Ash Shroud Collection,"""Ash裹尸布组合包"""
Necraweb,"""殁世之网"""
Storm Shroud,"""惊电幕罩"""
Gravemines,"""殁世地雷"""
Necramech Redirection,"""殁世机甲蓄能重划"""
Botanist,"""植物学家"""
Processed Fass Residue,"""处理过的Fass残留物"""
Processed Vome Residue,"""处理过的Vome残留物"""
Spari Spear,"""弯刃鱼叉"""
Ebisu Spear,"""渔神鱼叉"""
Magnificent,"""华丽级"""
Adorned,"""装饰级"""
Basic,"""基本级"""
Ash Shroud Skin,"""Ash裹尸布外观"""
Vome (Deimos),"""Vome（火卫二）"""
Fass (Deimos),"""Fass（火卫二）"""
Electromagnetic Anomalies,"""电磁异常"""
Zaw Riven Mod,"""Zaw裂罅Mod"""
Exilus Warframe Adapter,"""战甲特殊功能槽连接器"""
Nihil,"""玻璃匠"""
The Glassmaker,"""玻璃匠"""
Snake Necramech Sigil,"""锰蛇殁世机甲纹章"""
Snake Necramech Skin,"""锰蛇虚空锐将外观"""
common tags,"""常见标签"""
token,"""石印"""
Awakening,"""觉醒"""
Latrox Une,"""拉托罗恩"""
Garv,"""加弗"""
Kuva Lich Hunter Collection,"""赤毒玄骸猎人组合包"""
Helminth Segment,"""Helminth模块"""
Combo Fury,"""连击狂怒"""
Mark of the Beast,"""兽之印记"""
Combo Killer,"""连击杀手"""
Billboard Facing,"""宣传栏朝向"""
Guandao Prime,"""关刀Prime"""
Free Roam,"""自由漫步"""
Kosma Raider Carver,"""深空强袭切割者"""
Gyre Raider Carver,"""回旋强袭切割者"""
Exo Raider Carver,"""邃域强袭切割者"""
Test Moa,"""测试恐鸟"""
Corpus Depository Scene,"""Corpus贮藏所场景"""
Zakti Prime,"""毒芽Prime"""
Vitrica,"""金璃剑"""
Coastal Mergoo,"""沿海秋沙鸟"""
Garuda Hinsa Collection,"""Garuda残暴组合包"""
Dessicata Syandana,"""枯骨披饰"""
Wisp Graxx Skin,"""WispG之风格外观"""
Zephyr Graxx Skin,"""ZephyrG之风格外观"""
Ivara Graxx Skin,"""IvaraG之风格外观"""
Limbo Graxx Skin,"""LimboG之风格外观"""
Nekros Graxx Skin,"""NekrosG之风格外观"""
Khora Mithra Skin,"""Khora密特拉外观"""
Valkyr Mithra Skin,"""Valkyr密特拉外观"""
Wukong Mithra Skin,"""Wukong密特拉外观"""
Saryn Ion Skin,"""Saryn离子外观"""
Forst Ion Skin,"""Frost离子外观"""
Excalibur Ion Skin,"""Excalibur离子外观"""
Rhino Ion Skin,"""Rhino离子外观"""
Saryn Blade Of The Lotus Skin,"""SarynLotus之剑外观"""
Heavy Blade Ion Skin,"""巨剑离子外观"""
Trophy,"""奖杯"""
Gomaitru,"""戈迈特鲁"""
Kermerros,"""克梅罗斯"""
Kaelli,"""凯莉"""
Vilcor,"""维尔科"""
Ayatan,"""阿耶檀识"""
Exo Butcher,"""邃域屠夫"""
Exo Elite Lancer,"""邃域精英枪兵"""
Archgun Ace,"""Archwing枪械行家"""
Gyre Elite Lancer,"""回旋精英枪兵"""
Kosma Elite Lancer,"""深空精英枪兵"""
Kosma Butcher,"""深空屠夫"""
Gyre Butcher,"""回旋屠夫"""
Kosma Roller Sentry,"""深空滚子哨兵"""
Kosma Eviscerator,"""深空开膛者"""
Exo Eviscerator,"""邃域开膛者"""
Syrtis Orange Pigment,"""流沙橙颜料"""
Reinforced Grineer Storage Container,"""强化Grineer存储容器"""
Reinforced Corpus Storage Container,"""强化Corpus存储容器"""
Reinforced Orokin Storage Container,"""强化Orokin存储容器"""
Uncommon Orokin Storage Container,"""罕见Orokin存储容器"""
Uncommon Corpus Storage Container,"""罕见Corpus存储容器"""
Uncommon Grineer Storage Container,"""罕见Grineer存储容器"""
Rare Grineer Storage Container,"""稀有Grineer存储容器"""
Rare Corpus Storage Container,"""稀有Corpus存储容器"""
Rare Orokin Storage Container,"""稀有Orokin存储容器"""
Common Orokin Storage Container,"""Orokin存储容器"""
Common Grineer Storage Container,"""常见Grineer存储容器"""
Common Corpus Storage Container,"""常见Corpus存储容器"""
Orokin Storage Container,"""Orokin存储容器"""
Bonewidow,"""骨骸寡妇"""
Catabolyst,"""异化者"""
Proboscis Cernos,"""刺吸西诺斯"""
Pulmonars,"""感染连枷"""
Bubonico,"""横痃重炮"""
Sporothrix,"""孢丝感染枪"""
Morgha,"""置灵者"""
Undazoa,"""水螅履虫"""
Nexifera,"""悬匿兽"""
Meathook,"""屠钩"""
Shield Maiden,"""盾姝"""
Firing Line,"""火线"""
Exalted Ironbride,"""显赫铁嫁"""
Necramech Flow,"""殁世机甲川流不息"""
Necramech Efficiency,"""殁世机甲增效"""
Necramech Drift,"""殁世机甲窜升"""
Necramech Friction,"""殁世机甲摩擦"""
Vermisplicer,"""虫置"""
Sporelacer,"""孢射"""
Palmaris,"""掌筋"""
Ulnaris,"""尺骨"""
Arcroid,"""弃脓"""
Macro Arcroid,"""巨匣弃脓"""
Thymoid,"""抑脓"""
Macro Thymoid,"""巨匣抑脓"""
Residual Viremia,"""残差毒血"""
Residual Malodor,"""残差恶嗅"""
Residual Boils,"""残差燃沸"""
Residual Shock,"""残差电击"""
Theorem Contagion,"""定理触染"""
Theorem Demulcent,"""定理缓和"""
Theorem Infection,"""定理感染"""
Martyr Symbiosis,"""忠勇共生"""
Lobotriscid,"""三尾额叶鲤"""
Flagellocanth,"""须腔棘鱼"""
Volatile Rebound,"""易爆反弹"""
Volatile Quick Return,"""易爆速返"""
Starglaze Shards,"""琉璃星翼"""
Gara Kaleida Skin,"""Gara斑斓外观"""
Arum Spinosa,"""疆南星刺"""
Arcana Isolation Vault,"""奥秘隔离库"""
Earth Console,"""地球控制台"""
Murex Console,"""骨螺战舰控制台"""
Prisma Fluctus,"""棱晶巨浪"""
Arum Spinosa Guard,"""疆南星刺护手"""
Arum Spinosa Rivet,"""疆南星刺铆钉"""
Ironbride,"""铁嫁"""
Parasitic Tethermaw,"""寄生囊腔"""
Ocular Stem-Root,"""视觉枢干"""
Juice,"""能量果汁"""
Energized Munitions,"""充沛军需"""
Mausolon (Atmosphere),"""惩戒者（大气层内）"""
Primed Firestorm,"""烈焰风暴Prime"""
Primed Fulmination,"""猛烈爆发Prime"""
Corpus Power Carrier (Orb Vallis),"""Corpus能量运送者（奥布山谷）"""
Cosmic Clock,"""宇宙时钟"""
Operation: Orphix Venom,"""行动代号：奥影之毒"""
Ophidian Bite,"""毒蛇之咬"""
Vial Rush,"""药瓶冲撞"""
Transmutation Probe,"""炼制探头"""
Catalyze,"""催化刺激"""
Valence Block,"""效价阻拦"""
Cedo,"""塞多"""
Update 29,"""更新29"""
The New War,"""新纪之战"""
Phasic Cell,"""相位电池"""
Cryptanaut Necramech Helmet,"""迷隐殁世机甲头盔"""
Necramech Enemy Sense,"""殁世机甲敌人感应"""
Necramech Rebuke,"""殁世机甲训戒"""
Necramech Repair,"""殁世机甲修复"""
Necramech Rage,"""殁世机甲狂暴化"""
Necramech Augur,"""殁世机甲预言"""
Necramech Aviator,"""殁世机甲飞行员"""
Phasic Cells,"""相位电池"""
Orphix,"""奥影母艇"""
Summulyst,"""召唤使"""
Choralyst,"""唱鸣使"""
Ortholyst,"""直垂使"""
operation:orphix venom,"""行动代号：奥影之毒"""
Lavos Cordatus Helmet,"""Lavos明智头盔"""
Longwinder Lathe Coagulant,"""长型环绕者车床凝聚剂"""
Charamote Sagan Module,"""重筑虾萨根模块"""
Tromyzon Entroplasma,"""多目鳗熵离子体"""
Synathid Ecosynth Analyzer,"""海龙环境合成分析器"""
Signature Weapon,"""标志性武器"""
Jade Light,"""翠玉之光"""
Polyp-Hog Juggernaut,"""寻息巨兽"""
Prisma Dual Decurions,"""棱晶什长双枪"""
Prisma Dual Decurions (Atmosphere),"""棱晶什长双枪（大气层内）"""
Agkani Stone,"""阿格卡尼界石"""
Crimson Branch,"""绯红之厅"""
Khora Urushu Skin,"""Khora漆花外观"""
Causta Bow Skin,"""灼蚀之弓外观"""
Maculatia Kavat Skin,"""毒参库娃外观"""
Khora Urushu Noble Animation Set,"""Khora漆花尊贵站姿"""
Khora Urushu Agile Animation Set,"""Khora漆花迅捷站姿"""
Veratria Blade and Whip Skin,"""藜芦剑鞭外观"""
Pulchranopsis Syandana,"""秀兰披饰"""
Khora Urushu Collection,"""Khora漆花组合包"""
Glistor Syandana,"""闪亮披饰"""
Rephrax Longsword Skin,"""折光长剑外观"""
Verta Warfan Skin,"""冰绿武扇外观"""
Amphor Syandana,"""双耳披饰"""
Tenora Prime,"""双簧管Prime"""
Pandero Prime,"""手鼓Prime"""
Gara Kaleida Collection,"""Gara斑斓组合包"""
Scyph Diriga Skin,"""蜇刺电气浮囊外观"""
Scyph Sentinel Mask,"""蜇刺守护面具"""
Scyph Sentinel Wings,"""蜇刺守护飞翼"""
Scyph Sentinel Tail,"""蜇刺守护尾部"""
Burangara Longcoat,"""踏浪长衣"""
Baruuk Mandala,"""Baruuk曼陀罗"""
Sloughi Kubrow Armor,"""斯拉菲库狛护甲"""
Akrabu Syandana,"""阿克拉布披饰"""
Rubedo Yamako Syandana,"""电镀红晶山越披饰"""
Jade Imperator Syandana,"""翡翠凯旋将军披饰"""
Jade Broca Syandana,"""翡翠布洛卡披饰"""
Jade Bombyx Syandana,"""翡翠家蚕披饰"""
Obsidian Azura Syandana,"""黑曜石碧空披饰"""
Avia Prime Syandana,"""飞空Prime披饰"""
Star Days,"""星日"""
Eros Wings Ephemera,"""爱神之翼幻纹"""
TennoGen Bundle XLIX,"""TennoGen组合包XLIX"""
Vanilla,"""内测更新"""
Saryn Deluxe Skin Collection,"""Saryn华丽外观组合包"""
Thanatos Sugatra,"""塔纳托斯坠饰"""
Sidereal Syandana,"""恒星披饰"""
Cateno Prime Sugatra,"""锁链Prime坠饰"""
Cholla Prime Sugatra,"""厄兰指挥官眼饰Prime"""
Daman Prime Sugatra,"""达曼Prime坠饰"""
Kazeru Prime Sugatra,"""脊骨Prime坠饰"""
Naviga Prime Sugatra,"""领航Prime坠饰"""
Sardin Prime Sugatra,"""沙丁Prime坠饰"""
Vala Prime Sugatra,"""薇菈Prime坠饰"""
House Sigma,"""Sigma学派"""
